rank,fg_id,roto_points,name,PA,HR,R,RBI,SB,IP,W,SV,K,AVG,ERA,WHIP,role,hindsight_$,drafted_$,team,current_$,contract,bargain
839,14111,0.3459576723043646,Eric Haase,84.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,,,HIT,0.0,,,,,
840,21523,0.34505977378293085,Jonathan India,58.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.16981132075471697,,,HIT,0.0,,,,,
841,16647,0.34329609162709196,Ryan Thompson,0.0,0.0,0.0,0.0,0.0,51.2,5.0,0.0,37.0,,4.21875,1.50390625,PIT,0.0,,,,,
842,21420,0.3425929090927116,Yerry De los Santos,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,18.0,,2.8636363636363638,1.3636363636363635,PIT,0.0,,,,,
843,25971,0.3340575851882048,Kevin Alcántara,27.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
844,15823,0.32606616315682846,Zack Littell,0.0,0.0,0.0,0.0,0.0,133.0,9.0,0.0,83.0,,4.7368421052631575,1.3157894736842106,PIT,0.0,,,,,
845,23779,0.32601497186821615,Justin Bruihl,0.0,0.0,0.0,0.0,0.0,74.1,0.0,0.0,54.0,,3.522267206477733,1.3360323886639678,PIT,0.0,,,,,
846,29858,0.32548169353034406,Denzel Clarke,84.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.18421052631578946,,,HIT,0.0,,,,,
847,23565,0.3249429849645947,Davis Schneider,147.0,3.0,19.0,13.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,,,HIT,0.0,,,,,
848,27573,0.31946902941525923,Gage Workman,50.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,,,HIT,0.0,,,,,
849,22896,0.31924649850011105,Lenyn Sosa,121.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.2018348623853211,,,HIT,0.0,,,,,
850,33785,0.31893203630961764,Josh Ekness,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,19.0,,3.6818181818181817,1.4545454545454546,PIT,0.0,,,,,
851,28344,0.31555989983079397,Tsung-Che Cheng,46.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,,,HIT,0.0,,,,,
852,31583,0.31534924517099255,Zach Cole,53.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,HIT,0.0,,,,,
853,13435,0.3148703303809114,Pierce Johnson,0.0,0.0,0.0,0.0,0.0,51.2,3.0,1.0,48.0,,4.74609375,1.328125,PIT,0.0,,,,,
854,17276,0.3066221280638863,Alex Jackson,77.0,1.0,12.0,6.0,0.0,2.0,0.0,0.0,0.0,0.29577464788732394,13.5,2.0,TWO,0.0,,,,,
855,18363,0.30423910340374183,Victor Robles,159.0,0.0,14.0,8.0,9.0,1.0,0.0,0.0,0.0,0.24305555555555555,27.0,6.0,TWO,0.0,,,,,
856,34979,0.3039483137467124,Christian Moore,73.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.2153846153846154,,,HIT,0.0,,,,,
857,27962,0.30380692929777436,,27.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
858,20794,0.3020447206877434,,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,11.0,,4.153846153846154,1.2307692307692308,PIT,0.0,,,,,
859,18433,0.2968401922330452,P.J. Higgins,32.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.2413793103448276,0.0,0.0,TWO,0.0,,,,,
860,23617,0.29512308158856965,Josh Walker,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,27.0,,3.9,1.3333333333333333,PIT,0.0,,,,,
861,29896,0.2902661587810691,Christian Franklin,54.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.1875,,,HIT,0.0,,,,,
862,21951,0.2886753550279507,Joel Peguero,0.0,0.0,0.0,0.0,0.0,23.1,1.0,0.0,13.0,,3.506493506493506,1.3419913419913418,PIT,0.0,,,,,
863,27969,0.2877763341272408,Deyvison De Los Santos,38.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,,,HIT,0.0,,,,,
864,25005,0.28149662643471846,Justin Dean,10.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,HIT,0.0,,,,,
865,32157,0.27811980210212006,Jonah Tong,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,15.0,,4.235294117647059,1.4705882352941178,PIT,0.0,,,,,
866,19899,0.2770365453662189,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,9.0,,4.0,1.3333333333333333,PIT,0.0,,,,,
867,31661,0.2733679800391141,,24.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.22727272727272727,,,HIT,0.0,,,,,
868,25386,0.27022900786130494,Jhony Brito,0.0,0.0,0.0,0.0,0.0,17.1,1.0,0.0,13.0,,4.2105263157894735,1.2280701754385963,PIT,0.0,,,,,
869,27883,0.2645286109307319,Thomas Saggese,95.0,1.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.19540229885057472,,,HIT,0.0,,,,,
870,31843,0.2624957514430277,Kumar Rocker,0.0,0.0,0.0,0.0,0.0,151.0,6.0,0.0,140.0,,4.470198675496689,1.3708609271523178,PIT,0.0,,,,,
871,23395,0.2603387324936235,Eric Wagaman,56.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254902,,,HIT,0.0,,,,,
872,20002,0.25871247265301045,Bryce Johnson,51.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.1702127659574468,,,HIT,0.0,,,,,
873,28040,0.2569889124079027,Eiberson Castellano,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,12.0,,3.9375,1.4375,PIT,0.0,,,,,
874,24698,0.25460690343293246,Tanner Andrews,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,,0.0,1.0,PIT,0.0,,,,,
875,9847,0.25257261657200386,Andrew McCutchen,92.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.20238095238095238,,,HIT,0.0,,,,,
876,26374,0.25184706506625937,Kameron Misner,46.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.21428571428571427,,,HIT,0.0,,,,,
877,35094,0.24973443218399521,Sean Keys,42.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,,,HIT,0.0,,,,,
878,26344,0.24754267551549036,Taylor Rashi,0.0,0.0,0.0,0.0,0.0,11.2,1.0,0.0,11.0,,4.821428571428572,1.1607142857142858,PIT,0.0,,,,,
879,29960,0.24057938635055268,AJ Smith-Shawver,0.0,0.0,0.0,0.0,0.0,17.1,1.0,0.0,19.0,,4.2105263157894735,1.3450292397660817,PIT,0.0,,,,,
880,18821,0.2388566251673245,José Azócar,18.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.375,,,HIT,0.0,,,,,
881,27653,0.2368083797976417,Christian Koss,180.0,2.0,17.0,13.0,3.0,2.0,0.0,0.0,0.0,0.21212121212121213,13.5,2.5,TWO,0.0,,,,,
882,15149,0.2349639999668062,Trey Mancini,19.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,,,HIT,0.0,,,,,
883,26790,0.23449748201693865,Angel Chivilli,0.0,0.0,0.0,0.0,0.0,27.2,1.0,0.0,27.0,,4.301470588235294,1.286764705882353,PIT,0.0,,,,,
884,13770,0.23261077354900173,Rob Refsnyder,156.0,5.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.14893617021276595,,,HIT,0.0,,,,,
885,15274,0.22789933292839504,,31.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,,,HIT,0.0,,,,,
886,19358,0.22473651737820277,Weston Wilson,128.0,4.0,13.0,12.0,5.0,2.1,0.0,0.0,0.0,0.19827586206896552,17.142857142857142,2.380952380952381,TWO,0.0,,,,,
887,19514,0.22437038929499437,,41.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.21621621621621623,,,HIT,0.0,,,,,
888,27504,0.22297650095579596,Nick Yorke,93.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.20238095238095238,,,HIT,0.0,,,,,
889,15679,0.21763269842951916,Rowdy Tellez,11.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,,,HIT,0.0,,,,,
890,23221,0.21506829729033178,Michael Grove,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,15.0,,4.5,1.25,PIT,0.0,,,,,
891,31624,0.2145721149467484,Brian Fitzpatrick,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,5.0,,1.4516129032258065,1.4516129032258065,PIT,0.0,,,,,
892,17484,0.2033727515446378,Eloy Jiménez,35.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.28125,,,HIT,0.0,,,,,
893,31846,0.2009242735873546,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,3.0,0.6666666666666666,PIT,0.0,,,,,
894,29634,0.20053094297862153,Will Wagner,49.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,,,HIT,0.0,,,,,
895,15007,0.20026441271179152,Yacksel Ríos,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.0,,0.0,0.0,PIT,0.0,,,,,
896,35205,0.19816330543517258,Hagen Smith,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,19.0,,4.5,1.5,PIT,0.0,,,,,
897,25625,0.1959027717320192,Daniel Espino,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,25.0,,4.235294117647059,1.4705882352941178,PIT,0.0,,,,,
898,21623,0.19501847895801183,Grant Wolfram,0.0,0.0,0.0,0.0,0.0,51.0,5.0,1.0,58.0,,5.294117647058823,1.4313725490196079,PIT,0.0,,,,,
899,29615,0.19327849659545904,Kyle Backhus,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,29.0,,4.655172413793103,1.4827586206896552,PIT,0.0,,,,,
900,27789,0.19308491098294428,Shay Whitcomb,24.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,,,HIT,0.0,,,,,
901,20349,0.19214251537205135,Zack Kelly,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,14.0,,3.354037267080745,1.3043478260869563,PIT,0.0,,,,,
902,29826,0.19203056366460128,Brett Kerry,0.0,0.0,0.0,0.0,0.0,27.2,1.0,0.0,22.0,,4.632352941176471,1.1764705882352942,PIT,0.0,,,,,
903,25595,0.18854398600374414,Xzavion Curry,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,15.0,,3.375,1.2916666666666667,PIT,0.0,,,,,
904,19531,0.17819196487489958,Jason Foley,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,17.0,,4.304347826086956,1.3478260869565217,PIT,0.0,,,,,
905,23818,0.1761091701264325,Ji Hwan Bae,15.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,,,HIT,0.0,,,,,
906,20287,0.17494726503574187,Ben Rortvedt,52.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1956521739130435,,,HIT,0.0,,,,,
907,23429,0.17345361936767578,JP Sears,0.0,0.0,0.0,0.0,0.0,40.2,3.0,0.0,32.0,,4.701492537313433,1.3432835820895521,PIT,0.0,,,,,
908,19995,0.1705879511759133,Joel Kuhnel,0.0,0.0,0.0,0.0,0.0,43.1,1.0,6.0,28.0,,4.593967517401392,1.4385150812064964,PIT,0.0,,,,,
909,33248,0.16902572181920458,Craig Yoho,0.0,0.0,0.0,0.0,0.0,36.1,3.0,0.0,34.0,,5.2354570637119116,1.2742382271468145,PIT,0.0,,,,,
910,21690,0.16563768364916864,Edward Cabrera,0.0,0.0,0.0,0.0,0.0,102.1,7.0,0.0,96.0,,4.936336924583742,1.3614103819784527,PIT,0.0,1.0,New York Polar Bears,1.0,2,-1.0
911,28848,0.16438204120987682,Tanner Murray,39.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,,,HIT,0.0,,,,,
912,19337,0.16410500623381385,Richard Lovelady,0.0,0.0,0.0,0.0,0.0,33.1,2.0,4.0,29.0,,3.806646525679758,1.782477341389728,PIT,0.0,,,,,
913,23301,0.16370225675629224,Janson Junk,0.0,0.0,0.0,0.0,0.0,122.2,7.0,0.0,93.0,,4.639934533551555,1.3502454991816695,PIT,0.0,,,,,
914,20084,0.16193934014077388,J.C. Escarra,97.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19101123595505617,,,HIT,0.0,,,,,
915,14813,0.16107286259068435,Kyle Farmer,16.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,,,HIT,0.0,,,,,
916,16358,0.15506106884244297,Tyler Mahle,0.0,0.0,0.0,0.0,0.0,136.2,5.0,0.0,132.0,,4.6255506607929515,1.3362701908957417,PIT,0.0,,,,,
917,22541,0.1538031133961001,George Valera,38.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,,,HIT,0.0,,,,,
918,15467,0.15337234902164376,Marco Gonzales,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,,1.5,1.8333333333333333,PIT,0.0,,,,,
919,18054,0.14629240159286905,Sam Haggerty,47.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.16279069767441862,0.0,0.0,TWO,0.0,,,,,
920,25434,0.14555025406522457,Will Wilson,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,,,HIT,0.0,,,,,
921,27763,0.14207405122200822,Drew Romo,216.0,6.0,17.0,16.0,1.0,0.0,0.0,0.0,0.0,0.14213197969543148,,,HIT,0.0,,,,,
922,25055,0.1406384918598167,Nate Eaton,43.0,1.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.13157894736842105,,,HIT,0.0,,,,,
923,22741,0.13997197035433817,Eliezer Alfonzo,30.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,,,HIT,0.0,,,,,
924,30055,0.1399268049996958,Cade Povich,0.0,0.0,0.0,0.0,0.0,42.1,3.0,0.0,34.0,,4.489311163895486,1.4014251781472684,PIT,0.0,,,,,
925,33704,0.1374356184054294,CJ Kayfus,25.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,,,HIT,0.0,,,,,
926,29318,0.13735155908203733,Welinton Herrera,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.0,,0.0,1.4285714285714286,PIT,0.0,,,,,
927,26693,0.1368354570926955,Juan Brito,79.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.18309859154929578,,,HIT,0.0,,,,,
928,28833,0.13431060503735603,Gabriel Gonzalez,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,HIT,0.0,,,,,
929,18341,0.13426083371998732,Julian Fernández,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,,2.25,1.25,PIT,0.0,,,,,
930,12447,0.13422806890415018,Seth Lugo,0.0,0.0,0.0,0.0,0.0,178.2,7.0,0.0,140.0,,4.3939393939393945,1.3692480359147026,PIT,0.0,,,,,
931,18373,0.13142013773967517,Ryan Mountcastle,22.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,,,HIT,0.0,,,,,
932,32054,0.1298318706847309,Shawn Ross,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,HIT,0.0,,,,,
933,26429,0.12863190439638872,Cody Laweryson,0.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,17.0,,5.0,1.3580246913580247,PIT,0.0,,,,,
934,16572,0.12839795845920493,Connor Joe,45.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.17073170731707318,,,HIT,0.0,,,,,
935,20539,0.1282225951435831,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,3.0,1.0,PIT,0.0,,,,,
936,33795,0.12692343366123787,Rikuu Nishida,32.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,,,HIT,0.0,,,,,
937,33552,0.12573514094887323,LuJames Groover,61.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,,,HIT,0.0,,,,,
938,27741,0.1252094218108908,Nick Davila,0.0,0.0,0.0,0.0,0.0,34.2,0.0,1.0,16.0,,3.9473684210526314,1.2280701754385963,PIT,0.0,,,,,
939,20666,0.12480392753845006,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,,3.6,1.2,PIT,0.0,,,,,
940,5517,0.12278033705769476,Kyle Higashioka,211.0,8.0,23.0,21.0,0.0,3.0,0.0,0.0,0.0,0.21875,21.0,3.0,TWO,0.0,,,,,
941,28142,0.12256304875613408,Jhostynxon Garcia,77.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.19718309859154928,,,HIT,0.0,,,,,
942,20321,0.12122808843937394,Stuart Fairchild,27.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.16,,,HIT,0.0,,,,,
943,17734,0.12031869270022244,Evan Phillips,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,27.0,,4.68,1.28,PIT,0.0,,,,,
944,13361,0.11901741047867204,Steven Matz,0.0,0.0,0.0,0.0,0.0,77.2,6.0,1.0,61.0,,5.362694300518134,1.2694300518134713,PIT,0.0,,,,,
945,17975,0.11793852512625556,Scott Kingery,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
946,20185,0.11407889171954326,Zach Pop,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,6.0,,3.802816901408451,1.1267605633802817,PIT,0.0,,,,,
947,12784,0.1134376023363114,Burch Smith,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,,3.3157894736842106,1.4736842105263157,PIT,0.0,,,,,
948,31958,0.1113846949093335,Gabriel Rincones Jr.,93.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,,,HIT,0.0,,,,,
949,25629,0.11125826998611396,Cody Freeman,33.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,,,HIT,0.0,,,,,
950,16925,0.11050441788242649,Aramis Garcia,19.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,,,HIT,0.0,,,,,
951,27493,0.1101067911709478,Rece Hinds,54.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.16,,,HIT,0.0,,,,,
952,15369,0.10919616272212004,Kevin Herget,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,,3.0,1.0,PIT,0.0,,,,,
953,20257,0.10758860955721222,Blake Weiman,0.0,0.0,0.0,0.0,0.0,17.2,1.0,0.0,15.0,,4.186046511627907,1.3953488372093024,PIT,0.0,,,,,
954,31616,0.10385347881617457,David Morgan,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,39.0,,4.371428571428571,1.5714285714285714,PIT,0.0,,,,,
955,19481,0.1020726770976404,Tyler Ferguson,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,26.0,,5.086956521739131,1.0434782608695652,PIT,0.0,,,,,
956,19968,0.10128934919244267,Jared Oliva,11.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,,,HIT,0.0,,,,,
957,13185,0.09798944979731039,Orlando Arcia,50.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.2608695652173913,9.0,3.0,TWO,0.0,,,,,
958,19926,0.09667770077805216,Tony Santillan,0.0,0.0,0.0,0.0,0.0,43.0,2.0,5.0,40.0,,5.232558139534884,1.4186046511627908,PIT,0.0,,,,,
959,15674,0.09345676849044963,Reese McGuire,34.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.0,TWO,0.0,,,,,
960,21544,0.09077415319325466,Chase Shugart,0.0,0.0,0.0,0.0,0.0,51.1,3.0,0.0,57.0,,4.931506849315069,1.350293542074364,PIT,0.0,,,,,
961,14524,0.08675106269552389,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,,3.6,1.2,PIT,0.0,,,,,
962,15947,0.08545225255059474,Ryne Stanek,0.0,0.0,0.0,0.0,0.0,62.1,3.0,2.0,65.0,,4.492753623188405,1.4814814814814814,PIT,0.0,,,,,
963,22530,0.08348799834456777,Johnathan Rodríguez,24.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,,,HIT,0.0,,,,,
964,31571,0.08251575825343077,Paul Gervase,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,15.0,,3.409090909090909,1.4393939393939394,PIT,0.0,,,,,
965,14874,0.07683872563383565,Sam Moll,0.0,0.0,0.0,0.0,0.0,62.1,2.0,1.0,64.0,,4.3478260869565215,1.4170692431561998,PIT,0.0,,,,,
966,25353,0.07612134098197176,Michael Stefanic,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,,HIT,0.0,,,,,
967,31567,0.07423978835486808,,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,,,HIT,0.0,,,,,
968,33980,0.07112348006816253,Jonathan Pintaro,0.0,0.0,0.0,0.0,0.0,27.1,0.0,0.0,27.0,,4.649446494464945,1.1439114391143912,PIT,0.0,,,,,
969,30226,0.07095159683291241,Spencer Bivens,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,14.0,,3.9375,1.5,PIT,0.0,,,,,
970,13774,0.07020591330381529,Zach Eflin,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,6.0,,2.8125,1.5625,PIT,0.0,,,,,
971,15094,0.06772463027406081,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,,3.6,1.2,PIT,0.0,,,,,
972,27690,0.06459834215240501,Joey Wiemer,85.0,3.0,16.0,12.0,1.0,2.0,0.0,0.0,0.0,0.28205128205128205,22.5,4.5,TWO,0.0,,,,,
973,17920,0.06457750124825506,Cody Ponce,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,3.0,,4.285714285714286,0.9523809523809523,PIT,0.0,,,,,
974,21489,0.06433145653374567,Hayden Senger,19.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.125,,,HIT,0.0,,,,,
975,21730,0.06134743556056222,Jair Camargo,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,HIT,0.0,,,,,
976,27593,0.06032268975560445,Ivan Johnson,29.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.14814814814814814,,,HIT,0.0,,,,,
977,22707,0.05945684073184407,,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
978,24765,0.05945684073184407,,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
979,20505,0.05852153481824805,,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
980,11850,0.05852153481824805,,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
981,25505,0.05852153481824805,,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
982,17312,0.05552091669981163,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,3.0,1.3333333333333333,PIT,0.0,,,,,
983,26295,0.0530503452332995,Oliver Dunn,16.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,,,HIT,0.0,,,,,
984,19350,0.048432385360230645,Dean Kremer,0.0,0.0,0.0,0.0,0.0,88.0,4.0,0.0,83.0,,5.011363636363637,1.2613636363636365,PIT,0.0,,,,,
985,29754,0.04611623336471882,Sam Bachman,0.0,0.0,0.0,0.0,0.0,56.2,1.0,1.0,57.0,,4.3238434163701065,1.3701067615658362,PIT,0.0,,,,,
986,22244,0.04560188519554629,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,HIT,0.0,,,,,
987,21189,0.04442441960311151,Brooks Kriske,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,5.0,,3.4615384615384612,1.346153846153846,PIT,0.0,,,,,
988,20626,0.04374807238129761,Logan Porter,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,HIT,0.0,,,,,
989,31765,0.04373407074035215,,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,,,HIT,0.0,,,,,
990,31522,0.04373407074035215,,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,,,HIT,0.0,,,,,
991,24605,0.04186014851149944,Michael Helman,40.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,,,HIT,0.0,,,,,
992,22915,0.04122369615948532,,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,9.0,,4.5,1.4166666666666667,PIT,0.0,,,,,
993,23698,0.03943053919440054,Ronny Mauricio,54.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,,,HIT,0.0,,,,,
994,15890,0.038434007729297726,Luis Severino,0.0,0.0,0.0,0.0,0.0,76.2,3.0,0.0,77.0,,4.251968503937007,1.4435695538057742,PIT,0.0,,,,,
995,19447,0.03740685528964116,Patrick Sandoval,0.0,0.0,0.0,0.0,0.0,60.0,3.0,0.0,56.0,,3.75,1.5833333333333333,PIT,0.0,,,,,
996,16427,0.036665453940230464,Scott Blewett,0.0,0.0,0.0,0.0,0.0,23.2,1.0,0.0,15.0,,3.8793103448275863,1.4224137931034484,PIT,0.0,,,,,
997,27792,0.036494484278348546,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,,3.0,1.3333333333333333,PIT,0.0,,,,,
998,30002,0.036494484278348546,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,,3.0,1.3333333333333333,PIT,0.0,,,,,
999,21546,0.036494484278348546,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,,3.0,1.3333333333333333,PIT,0.0,,,,,
1000,29839,0.0319368580212841,Emmet Sheehan,0.0,0.0,0.0,0.0,0.0,107.1,5.0,0.0,121.0,,5.2100840336134455,1.2791783380018675,PIT,0.0,,,,,
1001,17161,0.02987472675658163,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
1002,29795,0.028953422483931082,James Triantos,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,,,HIT,0.0,,,,,
1003,21324,0.028785827203994474,Parker Mushinski,0.0,0.0,0.0,0.0,0.0,16.2,2.0,0.0,12.0,,4.444444444444445,1.6049382716049383,PIT,0.0,,,,,
1004,29961,0.025397987181648443,Tyler Uberstine,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,4.0,,3.4615384615384612,1.346153846153846,PIT,0.0,,,,,
